pair_id,scenario,user,query_type,polarity,bridge_type,ev_a_session,ev_b_session,status,errors,warnings
AMB_SC_S3_U06,S3,U06,behavior_explanation,accept,threshold_context_interaction,7,15,pass,,
AMB_SC_S3_U07,S3,U07,conditional_recommendation,reject,threshold_context_interaction,7,15,pass,,
AMB_SC_S3_U08,S3,U08,recommendation_ranking,conditional,threshold_context_interaction,7,15,pass,,
AMB_SC_S3_U09,S3,U09,predicted_reaction,non_decision,threshold_context_interaction,7,15,pass,,
AMB_SC_S3_U10,S3,U10,behavior_explanation,accept,threshold_context_interaction,7,15,pass,,
AMB_SC_S4_U01,S4,U01,recommendation_ranking,conditional,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U02,S4,U02,predicted_reaction,non_decision,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U03,S4,U03,behavior_explanation,accept,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U04,S4,U04,conditional_recommendation,reject,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U05,S4,U05,preference_generalization,conditional,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U06,S4,U06,situational_fit,accept,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U07,S4,U07,recommendation_ranking,reject,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U08,S4,U08,predicted_reaction,non_decision,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U09,S4,U09,preference_generalization,accept,preference_constraint_fit,4,12,pass,,
AMB_SC_S4_U10,S4,U10,situational_fit,reject,preference_constraint_fit,4,12,pass,,
AMB_SC_S5_U01,S5,U01,conditional_recommendation,reject,prediction_calibration,6,15,pass,,
AMB_SC_S5_U02,S5,U02,preference_generalization,accept,prediction_calibration,6,15,pass,,
AMB_SC_S5_U03,S5,U03,situational_fit,conditional,prediction_calibration,6,15,pass,,
AMB_SC_S5_U04,S5,U04,recommendation_ranking,reject,prediction_calibration,6,15,pass,,
AMB_SC_S5_U05,S5,U05,predicted_reaction,accept,prediction_calibration,6,15,pass,,
AMB_SC_S5_U06,S5,U06,preference_generalization,reject,prediction_calibration,6,15,pass,,
AMB_SC_S5_U07,S5,U07,situational_fit,accept,prediction_calibration,6,15,pass,,
AMB_SC_S5_U08,S5,U08,recommendation_ranking,reject,prediction_calibration,6,15,pass,,
AMB_SC_S5_U09,S5,U09,predicted_reaction,accept,prediction_calibration,6,15,pass,,
AMB_SC_S5_U10,S5,U10,behavior_explanation,non_decision,prediction_calibration,6,15,pass,,
AMB_SC_S6_U01,S6,U01,behavior_explanation,conditional,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U02,S6,U02,conditional_recommendation,accept,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U03,S6,U03,behavior_explanation,reject,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U04,S6,U04,conditional_recommendation,non_decision,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U05,S6,U05,preference_generalization,accept,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U06,S6,U06,situational_fit,reject,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U07,S6,U07,behavior_explanation,conditional,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U08,S6,U08,conditional_recommendation,non_decision,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U09,S6,U09,recommendation_ranking,accept,state_dependent_operation,5,14,pass,,
AMB_SC_S6_U10,S6,U10,predicted_reaction,reject,state_dependent_operation,5,14,pass,,
AMB_SC_S7_U01,S7,U01,situational_fit,accept,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U02,S7,U02,recommendation_ranking,reject,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U03,S7,U03,predicted_reaction,accept,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U04,S7,U04,behavior_explanation,reject,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U05,S7,U05,conditional_recommendation,accept,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U06,S7,U06,preference_generalization,non_decision,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U07,S7,U07,situational_fit,reject,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U08,S7,U08,recommendation_ranking,accept,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U09,S7,U09,predicted_reaction,conditional,threshold_context_interaction,8,16,pass,,
AMB_SC_S7_U10,S7,U10,preference_generalization,reject,threshold_context_interaction,8,16,pass,,
AMB_SC_S8_U01,S8,U01,behavior_explanation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U02,S8,U02,conditional_recommendation,reject,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U03,S8,U03,recommendation_ranking,conditional,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U04,S8,U04,predicted_reaction,non_decision,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U05,S8,U05,behavior_explanation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U06,S8,U06,conditional_recommendation,reject,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U07,S8,U07,behavior_explanation,conditional,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U08,S8,U08,conditional_recommendation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U09,S8,U09,preference_generalization,reject,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S8_U10,S8,U10,situational_fit,non_decision,strategy_outcome_contingency,4,13,pass,,
AMB_SC_S9_U01,S9,U01,situational_fit,accept,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U02,S9,U02,recommendation_ranking,non_decision,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U03,S9,U03,predicted_reaction,reject,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U04,S9,U04,preference_generalization,accept,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U05,S9,U05,situational_fit,conditional,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U06,S9,U06,recommendation_ranking,reject,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U07,S9,U07,predicted_reaction,accept,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U08,S9,U08,behavior_explanation,reject,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U09,S9,U09,conditional_recommendation,accept,preference_constraint_fit,7,14,pass,,
AMB_SC_S9_U10,S9,U10,preference_generalization,reject,preference_constraint_fit,7,14,pass,,
AMB_SC_S10_U01,S10,U01,behavior_explanation,accept,prediction_calibration,5,15,pass,,
AMB_SC_S10_U02,S10,U02,conditional_recommendation,reject,prediction_calibration,5,15,pass,,
AMB_SC_S10_U03,S10,U03,preference_generalization,conditional,prediction_calibration,5,15,pass,,
AMB_SC_S10_U04,S10,U04,situational_fit,accept,prediction_calibration,5,15,pass,,
AMB_SC_S10_U05,S10,U05,behavior_explanation,reject,prediction_calibration,5,15,pass,,
AMB_SC_S10_U06,S10,U06,conditional_recommendation,non_decision,prediction_calibration,5,15,pass,,
AMB_SC_S10_U07,S10,U07,recommendation_ranking,accept,prediction_calibration,5,15,pass,,
AMB_SC_S10_U08,S10,U08,predicted_reaction,reject,prediction_calibration,5,15,pass,,
AMB_SC_S10_U09,S10,U09,behavior_explanation,conditional,prediction_calibration,5,15,pass,,
AMB_SC_S10_U10,S10,U10,conditional_recommendation,non_decision,prediction_calibration,5,15,pass,,
