pair_id,scenario,user,query_type,polarity,bridge_type,ev_a_session,ev_b_session,status,errors,warnings
AMB_HB_S6_U06,S6,U06,situational_fit,reject,state_dependent_operation,5,14,pass,,
AMB_HB_S6_U07,S6,U07,behavior_explanation,conditional,state_dependent_operation,5,14,pass,,
AMB_HB_S6_U08,S6,U08,conditional_recommendation,non_decision,state_dependent_operation,5,14,pass,,
AMB_HB_S6_U09,S6,U09,recommendation_ranking,accept,state_dependent_operation,5,14,pass,,
AMB_HB_S6_U10,S6,U10,predicted_reaction,reject,state_dependent_operation,5,14,pass,,
AMB_HB_S7_U01,S7,U01,situational_fit,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U02,S7,U02,recommendation_ranking,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U03,S7,U03,predicted_reaction,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U04,S7,U04,behavior_explanation,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U05,S7,U05,conditional_recommendation,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U06,S7,U06,preference_generalization,non_decision,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U07,S7,U07,situational_fit,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U08,S7,U08,recommendation_ranking,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U09,S7,U09,predicted_reaction,conditional,threshold_context_interaction,8,16,pass,,
AMB_HB_S7_U10,S7,U10,preference_generalization,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S8_U01,S8,U01,behavior_explanation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U02,S8,U02,conditional_recommendation,reject,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U03,S8,U03,recommendation_ranking,conditional,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U04,S8,U04,predicted_reaction,non_decision,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U05,S8,U05,behavior_explanation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U06,S8,U06,conditional_recommendation,reject,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U07,S8,U07,behavior_explanation,conditional,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U08,S8,U08,conditional_recommendation,accept,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U09,S8,U09,preference_generalization,reject,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S8_U10,S8,U10,situational_fit,non_decision,strategy_outcome_contingency,4,13,pass,,
AMB_HB_S9_U01,S9,U01,situational_fit,accept,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U02,S9,U02,recommendation_ranking,non_decision,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U03,S9,U03,predicted_reaction,reject,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U04,S9,U04,preference_generalization,accept,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U05,S9,U05,situational_fit,conditional,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U06,S9,U06,recommendation_ranking,reject,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U07,S9,U07,predicted_reaction,accept,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U08,S9,U08,behavior_explanation,reject,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U09,S9,U09,conditional_recommendation,accept,preference_constraint_fit,7,14,pass,,
AMB_HB_S9_U10,S9,U10,preference_generalization,reject,preference_constraint_fit,7,14,pass,,
AMB_HB_S10_U01,S10,U01,behavior_explanation,accept,prediction_calibration,5,15,pass,,
AMB_HB_S10_U02,S10,U02,conditional_recommendation,reject,prediction_calibration,5,15,pass,,
AMB_HB_S10_U03,S10,U03,preference_generalization,conditional,prediction_calibration,5,15,pass,,
AMB_HB_S10_U04,S10,U04,situational_fit,accept,prediction_calibration,5,15,pass,,
AMB_HB_S10_U05,S10,U05,behavior_explanation,reject,prediction_calibration,5,15,pass,,
AMB_HB_S10_U06,S10,U06,conditional_recommendation,non_decision,prediction_calibration,5,15,pass,,
AMB_HB_S10_U07,S10,U07,recommendation_ranking,accept,prediction_calibration,5,15,pass,,
AMB_HB_S10_U08,S10,U08,predicted_reaction,reject,prediction_calibration,5,15,pass,,
AMB_HB_S10_U09,S10,U09,behavior_explanation,conditional,prediction_calibration,5,15,pass,,
AMB_HB_S10_U10,S10,U10,conditional_recommendation,non_decision,prediction_calibration,5,15,pass,,
AMB_HB_S11_U01,S11,U01,predicted_reaction,conditional,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U02,S11,U02,behavior_explanation,reject,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U03,S11,U03,conditional_recommendation,accept,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U04,S11,U04,preference_generalization,reject,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U05,S11,U05,situational_fit,accept,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U06,S11,U06,recommendation_ranking,reject,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U07,S11,U07,predicted_reaction,accept,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U08,S11,U08,preference_generalization,non_decision,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U09,S11,U09,situational_fit,reject,state_dependent_operation,6,15,pass,,
AMB_HB_S11_U10,S11,U10,recommendation_ranking,accept,state_dependent_operation,6,15,pass,,
AMB_HB_S12_U01,S12,U01,recommendation_ranking,reject,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U02,S12,U02,predicted_reaction,non_decision,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U03,S12,U03,behavior_explanation,accept,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U04,S12,U04,conditional_recommendation,reject,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U05,S12,U05,behavior_explanation,conditional,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U06,S12,U06,conditional_recommendation,non_decision,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U07,S12,U07,preference_generalization,accept,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U08,S12,U08,situational_fit,reject,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U09,S12,U09,behavior_explanation,conditional,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S12_U10,S12,U10,conditional_recommendation,accept,strategy_outcome_contingency,5,14,pass,,
AMB_HB_S13_U01,S13,U01,predicted_reaction,accept,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U02,S13,U02,preference_generalization,reject,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U03,S13,U03,situational_fit,accept,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U04,S13,U04,recommendation_ranking,non_decision,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U05,S13,U05,predicted_reaction,reject,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U06,S13,U06,behavior_explanation,accept,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U07,S13,U07,conditional_recommendation,conditional,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U08,S13,U08,preference_generalization,reject,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U09,S13,U09,situational_fit,accept,threshold_context_interaction,7,16,pass,,
AMB_HB_S13_U10,S13,U10,recommendation_ranking,reject,threshold_context_interaction,7,16,pass,,
AMB_HB_S14_U01,S14,U01,preference_generalization,conditional,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U02,S14,U02,situational_fit,non_decision,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U03,S14,U03,behavior_explanation,accept,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U04,S14,U04,conditional_recommendation,reject,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U05,S14,U05,recommendation_ranking,conditional,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U06,S14,U06,predicted_reaction,accept,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U07,S14,U07,behavior_explanation,reject,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U08,S14,U08,conditional_recommendation,non_decision,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U09,S14,U09,behavior_explanation,accept,preference_constraint_fit,4,13,pass,,
AMB_HB_S14_U10,S14,U10,conditional_recommendation,reject,preference_constraint_fit,4,13,pass,,
AMB_HB_S15_U01,S15,U01,conditional_recommendation,reject,prediction_calibration,6,14,pass,,
AMB_HB_S15_U02,S15,U02,preference_generalization,accept,prediction_calibration,6,14,pass,,
AMB_HB_S15_U03,S15,U03,situational_fit,conditional,prediction_calibration,6,14,pass,,
AMB_HB_S15_U04,S15,U04,recommendation_ranking,reject,prediction_calibration,6,14,pass,,
AMB_HB_S15_U05,S15,U05,predicted_reaction,accept,prediction_calibration,6,14,pass,,
AMB_HB_S15_U06,S15,U06,preference_generalization,reject,prediction_calibration,6,14,pass,,
AMB_HB_S15_U07,S15,U07,situational_fit,accept,prediction_calibration,6,14,pass,,
AMB_HB_S15_U08,S15,U08,recommendation_ranking,reject,prediction_calibration,6,14,pass,,
AMB_HB_S15_U09,S15,U09,predicted_reaction,accept,prediction_calibration,6,14,pass,,
AMB_HB_S15_U10,S15,U10,behavior_explanation,non_decision,prediction_calibration,6,14,pass,,
AMB_HB_S16_U01,S16,U01,behavior_explanation,conditional,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U02,S16,U02,conditional_recommendation,accept,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U03,S16,U03,behavior_explanation,reject,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U04,S16,U04,conditional_recommendation,non_decision,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U05,S16,U05,preference_generalization,accept,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U06,S16,U06,situational_fit,reject,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U07,S16,U07,behavior_explanation,conditional,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U08,S16,U08,conditional_recommendation,non_decision,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U09,S16,U09,recommendation_ranking,accept,state_dependent_operation,5,13,pass,,
AMB_HB_S16_U10,S16,U10,predicted_reaction,reject,state_dependent_operation,5,13,pass,,
AMB_HB_S17_U01,S17,U01,situational_fit,accept,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U02,S17,U02,recommendation_ranking,reject,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U03,S17,U03,predicted_reaction,accept,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U04,S17,U04,behavior_explanation,reject,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U05,S17,U05,conditional_recommendation,accept,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U06,S17,U06,preference_generalization,non_decision,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U07,S17,U07,situational_fit,reject,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U08,S17,U08,recommendation_ranking,accept,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U09,S17,U09,predicted_reaction,conditional,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S17_U10,S17,U10,preference_generalization,reject,strategy_outcome_contingency,4,12,pass,,
AMB_HB_S18_U01,S18,U01,behavior_explanation,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U02,S18,U02,conditional_recommendation,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U03,S18,U03,recommendation_ranking,conditional,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U04,S18,U04,predicted_reaction,non_decision,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U05,S18,U05,behavior_explanation,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U06,S18,U06,conditional_recommendation,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U07,S18,U07,behavior_explanation,conditional,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U08,S18,U08,conditional_recommendation,accept,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U09,S18,U09,preference_generalization,reject,threshold_context_interaction,8,16,pass,,
AMB_HB_S18_U10,S18,U10,situational_fit,non_decision,threshold_context_interaction,8,16,pass,,
AMB_HB_S19_U01,S19,U01,situational_fit,accept,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U02,S19,U02,recommendation_ranking,reject,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U03,S19,U03,predicted_reaction,non_decision,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U04,S19,U04,preference_generalization,accept,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U05,S19,U05,situational_fit,reject,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U06,S19,U06,recommendation_ranking,conditional,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U07,S19,U07,predicted_reaction,non_decision,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U08,S19,U08,behavior_explanation,accept,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U09,S19,U09,conditional_recommendation,reject,preference_constraint_fit,6,14,pass,,
AMB_HB_S19_U10,S19,U10,preference_generalization,conditional,preference_constraint_fit,6,14,pass,,
AMB_HB_S20_U01,S20,U01,preference_generalization,accept,prediction_calibration,5,15,pass,,
AMB_HB_S20_U02,S20,U02,situational_fit,reject,prediction_calibration,5,15,pass,,
AMB_HB_S20_U03,S20,U03,recommendation_ranking,conditional,prediction_calibration,5,15,pass,,
AMB_HB_S20_U04,S20,U04,predicted_reaction,accept,prediction_calibration,5,15,pass,,
AMB_HB_S20_U05,S20,U05,behavior_explanation,reject,prediction_calibration,5,15,pass,,
AMB_HB_S20_U06,S20,U06,conditional_recommendation,non_decision,prediction_calibration,5,15,pass,,
AMB_HB_S20_U07,S20,U07,preference_generalization,accept,prediction_calibration,5,15,pass,,
AMB_HB_S20_U08,S20,U08,situational_fit,reject,prediction_calibration,5,15,pass,,
AMB_HB_S20_U09,S20,U09,recommendation_ranking,conditional,prediction_calibration,5,15,pass,,
AMB_HB_S20_U10,S20,U10,predicted_reaction,non_decision,prediction_calibration,5,15,pass,,
